ID,Type,LAT,LONG
7b1bcd1ed702,217,yoke,63.66951944444445,-177.1357638888889 
ad6999ec988e,218,turtle,40.04653333333333,19.72383888888889
ad6999ec988e,218,yoke,48.13014722222223,159.91768055555553 
4c99e09f5da0,219,turtle,51.46499444444444,171.32336388888888
4c99e09f5da0,219,yoke,-36.898300000000006,92.48931388888889 
e9bea27b9db7,220,turtle,-62.756766666666664,88.67867222222222
e9bea27b9db7,220,yoke,-26.502613888888888,74.54441111111112 
76637ff1faf6,221,turtle,62.021741666666664,18.694825
76637ff1faf6,221,yoke,41.17169166666667,-38.02926111111111 
b764bb4bcf6c,222,turtle,28.53633333333333,-128.7491527777778
b764bb4bcf6c,222,yoke,85.63878055555556,125.98315555555556 
c6e04f643378,223,turtle,80.73349166666667,-9.132480555555556
c6e04f643378,223,yoke,-2.4471083333333334,176.53819166666668 
59adc65677b7,224,turtle,33.78513888888889,-39.309152777777776
59adc65677b7,224,yoke,17.79685,-36.86848888888889 
07d805e6d3bf,225,turtle,1.334911111111111,139.35763055555555
07d805e6d3bf,225,yoke,43.197655555555556,31.73616666666667 
5101283de28e,226,turtle,0.7374361111111112,-162.88771666666668
5101283de28e,226,yoke,59.929966666666665,176.5515527777778 
003a08bb2477,227,turtle,-11.780469444444446,-89.01480277777777
003a08bb2477,227,yoke,23.321583333333333,-134.26829722222223 
f4ba9a0e89a4,228,turtle,-28.564030555555554,-126.71373055555556
f4ba9a0e89a4,228,yoke,-65.19880833333333,-84.78259444444446 
a0dea007b996,229,turtle,-73.20967222222222,-59.599811111111116
a0dea007b996,229,yoke,-52.630488888888884,-112.26068055555555 
9beb0e14a7be,230,turtle,15.667338888888889,163.57426388888888
9beb0e14a7be,230,yoke,83.92341111111112,-150.9781361111111 
93ddb50845f8,231,turtle,-65.81875555555555,-151.91242777777776
93ddb50845f8,231,yoke,-73.08454444444445,-72.99092777777777 
6d166858c33c,232,turtle,-30.483894444444445,-113.36086666666667
6d166858c33c,232,yoke,11.995825,140.18605277777777 
77adb963e142,233,turtle,-56.33696944444444,-139.15355
77adb963e142,233,yoke,-44.5923,72.12063888888889 
c906becb736a,234,turtle,-11.993358333333335,-13.476375
c906becb736a,234,yoke,31.51050277777778,-129.91624166666668 
764eca7fe8ef,235,turtle,-28.269716666666667,-99.30194444444444
764eca7fe8ef,235,yoke,-1.9495138888888892,-142.55343333333334 
feb502f5f1e1,236,turtle,27.694041666666667,-27.57468888888889
feb502f5f1e1,236,yoke,-44.66163611111111,161.97545 
185ee7be337d,237,turtle,1.7962666666666665,109.18963888888888
185ee7be337d,237,yoke,-1.006363888888889,43.26421388888889 
6654028143e4,238,turtle,15.582313888888889,118.31923055555555
6654028143e4,238,yoke,78.37407777777779,148.37669722222222 
1ce14a283948,239,turtle,-59.762699999999995,-69.93689166666667
1ce14a283948,239,yoke,-7.476166666666667,-144.08976388888888 
7cc8efe3e2b3,240,turtle,24.795772222222222,-19.212913888888888
7cc8efe3e2b3,240,yoke,82.78179444444444,-108.7931638888889 
74f323092da3,241,turtle,86.46797222222222,102.08258055555557
74f323092da3,241,yoke,-28.544344444444445,-171.88549722222223 
241cb179ef95,242,turtle,-8.899266666666668,-104.514075
241cb179ef95,242,yoke,11.703341666666667,-167.97812777777776 
dd980f2d9270,243,turtle,-45.8862,-135.35165
dd980f2d9270,243,yoke,-55.136266666666664,1.0070833333333333 
e181dd251c1e,244,turtle,77.10055277777778,96.95925277777778
e181dd251c1e,244,yoke,89.27225555555555,114.07734166666667 
4eef1ccba11a,245,turtle,-33.67725,47.40196111111111
4eef1ccba11a,245,yoke,82.65122222222222,12.359877777777777 
8a365a5ccc4d,246,turtle,-53.55057222222222,-98.63441388888889
8a365a5ccc4d,246,yoke,-47.32731388888889,35.26922777777778 
8f07892f13b0,247,turtle,-30.893019444444445,-133.0287111111111
8f07892f13b0,247,yoke,75.12983611111112,155.8652222222222 
963f70fcf796,248,turtle,-55.53239444444444,-120.57930833333333
963f70fcf796,248,yoke,-70.47586944444444,165.41332777777777 
a58548bd5910,249,turtle,-31.75401388888889,-116.12083333333332
a58548bd5910,249,yoke,-55.30846944444445,39.66209444444444 
d033c3e0c35e,250,turtle,29.468875,-141.4635388888889
d033c3e0c35e,250,yoke,28.397219444444445,-124.75871111111111 
ab072b41a443,251,turtle,-38.908975000000005,48.994166666666665
ab072b41a443,251,yoke,-4.284775,59.11263333333333 
7869c1da7390,252,turtle,-64.97805,-133.24435833333334
7869c1da7390,252,yoke,32.812875,-21.802988888888887 
529d2872a56d,253,turtle,-34.26916111111111,-126.49322500000001
529d2872a56d,253,yoke,13.005600000000001,166.57244722222222 
823f21b92acd,254,turtle,-61.56218888888889,147.1159583333333
823f21b92acd,254,yoke,54.14617222222222,-175.32261944444443 
f97defa67efe,255,turtle,-43.36969444444444,-103.17422222222223
f97defa67efe,255,yoke,-26.015455555555555,58.671886111111114 
cfb91c779e13,256,turtle,-7.0666166666666665,49.23618888888889
cfb91c779e13,256,yoke,55.24093333333333,-35.474961111111114 
05d5ca20e110,257,turtle,-1.0827527777777777,122.76439166666667
05d5ca20e110,257,yoke,-65.70307222222223,-28.32532777777778 
0a2f18ef346b,258,turtle,12.823966666666667,140.30552500000002
0a2f18ef346b,258,yoke,12.048519444444445,97.91513333333333 
ca01538f5522,259,turtle,32.26878055555556,133.669175
ca01538f5522,259,yoke,21.759013888888887,158.81225555555554 
04ae9496dd45,260,turtle,74.73555,-100.16858333333334
04ae9496dd45,260,yoke,27.322277777777778,-153.1232388888889 
83089ee302af,261,turtle,20.18935833333333,-140.44696666666667
83089ee302af,261,yoke,-58.68560277777778,-71.14211388888889 
3aa2b9061239,262,turtle,86.06829444444445,-103.45607222222222
3aa2b9061239,262,yoke,-57.90536944444444,30.067225 
df7de6177a6d,263,turtle,74.69465277777778,-70.35457777777778
df7de6177a6d,263,yoke,81.51574722222222,-125.30393888888888 
da0bad1749ce,264,turtle,46.62618055555556,-39.23280277777778
da0bad1749ce,264,yoke,-61.475769444444445,100.33285 
6d2c44431540,265,turtle,38.714441666666666,159.39718333333334
6d2c44431540,265,yoke,33.45625555555556,163.9787472222222 
a1f39a8a3387,266,turtle,46.268483333333336,-23.986216666666667
a1f39a8a3387,266,yoke,71.66147777777778,-164.58818611111113 
2541ff0830ec,267,turtle,-1.5182000000000002,59.77831944444444
2541ff0830ec,267,yoke,25.068275,-28.393552777777778 
edfc7c9aca9f,268,turtle,-45.97062777777777,148.551075
edfc7c9aca9f,268,yoke,-10.88776388888889,153.7422777777778 
8fa5bb38d343,269,turtle,66.5044861111111,-85.65883611111111
8fa5bb38d343,269,yoke,-35.549325,9.283436111111111 
bbff98e93f04,270,turtle,-53.30295,134.87849166666666
bbff98e93f04,270,yoke,27.812891666666665,-171.8797111111111 
ad2546fe6bef,271,turtle,79.109625,-95.78405
ad2546fe6bef,271,yoke,-9.820566666666666,112.69173055555557 
e6df5d40a60a,272,turtle,-67.88329999999999,-131.55417777777777
e6df5d40a60a,272,yoke,-30.946377777777776,-143.77670277777779 
0c956ff5565d,273,turtle,13.924683333333334,-69.84723055555556
0c956ff5565d,273,yoke,4.253605555555556,72.73993333333334 
8e2357d3e875,274,turtle,-14.651436111111112,96.33756111111111
8e2357d3e875,274,yoke,30.362969444444445,-153.92863333333332 
ef5ca244deb2,275,turtle,-79.02659722222222,-52.825636111111116
ef5ca244deb2,275,yoke,84.66584999999999,-169.6473722222222 
ab4f0d9b77b0,276,turtle,41.85810277777778,-170.42971666666665
ab4f0d9b77b0,276,yoke,-3.9945250000000003,119.19518611111111 
48898f26f4d1,277,turtle,9.444827777777778,-138.0959888888889
48898f26f4d1,277,yoke,-40.021813888888886,-9.265286111111111 
7df3d1584b04,278,turtle,31.981380555555557,-48.750908333333335
7df3d1584b04,278,yoke,-57.25926666666666,-155.68864166666665 
4d4939fc558e,279,turtle,5.776786111111111,-53.344925
4d4939fc558e,279,yoke,-20.613852777777776,-5.259861111111111 
6cec3556554e,280,turtle,-68.22738333333334,-70.10134444444445
6cec3556554e,280,yoke,-63.41761111111111,46.10123333333333 
3f521fb001f4,281,turtle,85.24934166666667,-111.22064166666667
3f521fb001f4,281,yoke,11.103530555555555,94.82197777777778 
e6dde5154e3a,282,turtle,58.01325,150.07487500000002
e6dde5154e3a,282,yoke,-65.58413055555556,-69.11231666666666 
4d57e8e378cb,283,turtle,-69.20179999999999,-156.86131388888887
4d57e8e378cb,283,yoke,-8.623544444444445,75.89641388888889 
ef4c45d53685,284,turtle,-60.32689722222222,-40.54867222222222
ef4c45d53685,284,yoke,-26.70574444444444,-113.23334444444444 
e6ae3e8dcef5,285,turtle,-45.78115555555556,120.2517
e6ae3e8dcef5,285,yoke,-25.334480555555558,105.68648888888889 
3739e8c878f9,286,turtle,82.22173611111111,15.211147222222221
3739e8c878f9,286,yoke,-46.16524444444445,154.86603333333335 
a53a7f292d49,287,turtle,-64.61442222222222,-128.68550833333333
a53a7f292d49,287,yoke,6.955147222222222,123.59371666666667 
028307d8e207,288,turtle,36.68786111111111,12.343433333333333
028307d8e207,288,yoke,-66.25088055555557,26.141169444444444 
f2d9c859d8fb,289,turtle,70.62418055555557,9.056716666666667
f2d9c859d8fb,289,yoke,2.680025,163.65504444444443 
24f6bef7d5cb,290,turtle,-7.1861749999999995,-85.36413611111111
24f6bef7d5cb,290,yoke,5.356719444444445,64.84844444444444 
e29727d6b438,291,turtle,-2.3053583333333334,-123.799925
e29727d6b438,291,yoke,44.89387222222222,148.0965861111111 
0f9a2e0cd286,292,turtle,0.3854138888888889,-0.9305333333333331
0f9a2e0cd286,292,yoke,-61.93944722222222,145.3905111111111 
4083117a5221,293,turtle,-45.39160555555555,92.73934999999999
4083117a5221,293,yoke,-18.68603611111111,-30.176719444444444 
93bb6abe7fa2,294,turtle,-49.86151666666667,-132.80579166666666
93bb6abe7fa2,294,yoke,-14.977125,80.08947222222223 
9d75674e33bd,295,turtle,85.2895,-171.8525361111111
9d75674e33bd,295,yoke,-17.733483333333332,-157.6541138888889 
3cef413072fe,296,turtle,37.42133333333333,175.57096944444444
3cef413072fe,296,yoke,51.75088611111111,164.06030277777776 
ddae305d289b,297,turtle,-56.30833055555556,-144.35943055555558
ddae305d289b,297,yoke,76.26118055555555,127.08797777777778 
cc8fba7f760f,298,turtle,-16.974630555555557,94.51386388888889
cc8fba7f760f,298,yoke,-7.836733333333333,-25.660655555555554 
d4c580cae7fd,299,turtle,-53.08962222222222,89.93511388888889
d4c580cae7fd,299,yoke,84.16938055555555,-163.68045277777776 
2a791a57984c,300,turtle,-68.29230555555556,162.9912527777778
2a791a57984c,300,yoke,50.18987222222222,-140.54991666666666 
2b2b77684611,301,turtle,19.734894444444443,142.06847777777776
2b2b77684611,301,yoke,53.510749999999994,-15.726399999999998 
3e62d252f05b,302,turtle,21.600191666666664,-158.49786388888887
3e62d252f05b,302,yoke,83.64906666666667,-117.98594166666666 
553542473af6,303,turtle,-66.49177222222222,-122.69820277777778
553542473af6,303,yoke,-20.106722222222224,1.8142305555555556 
e610ca56fa93,304,turtle,39.94613611111111,-25.276925
e610ca56fa93,304,yoke,-80.234775,-71.93786944444444 
4bb4a8afec4e,305,turtle,31.591297222222224,-16.763188888888887
4bb4a8afec4e,305,yoke,-14.299627777777777,85.24468333333334 
bf4af4ddb43f,306,turtle,74.87792777777778,47.974725
bf4af4ddb43f,306,yoke,-25.78983888888889,-88.35155833333333 
7c5caaee7553,307,turtle,33.751647222222225,168.760475
7c5caaee7553,307,yoke,10.746836111111111,115.61434166666668 
d3f4667175e9,308,turtle,-46.07236666666667,-122.22188333333332
d3f4667175e9,308,yoke,-53.600627777777774,41.85211111111111 
7103c8edb408,309,turtle,-67.73384444444444,-45.83470833333334
7103c8edb408,309,yoke,-44.910888888888884,-134.01842777777776 
b7c3bafbac92,310,turtle,-8.07618888888889,-124.976825
b7c3bafbac92,310,yoke,70.38524722222223,46.895688888888884 
e8d5f06e5b35,311,turtle,-47.74621111111111,-17.554758333333336
e8d5f06e5b35,311,yoke,11.202841666666666,-123.41213888888889 
abba7609b02d,312,turtle,-8.54051111111111,58.23233888888889
abba7609b02d,312,yoke,-31.50586388888889,-78.98246388888889 
8d58a5506c06,313,turtle,-12.986780555555555,-2.368138888888889
8d58a5506c06,313,yoke,45.23497777777778,-29.320574999999998 
e41a613d6915,314,turtle,15.615938888888888,-62.57155833333333
e41a613d6915,314,yoke,27.821775,-23.070266666666665 
36e1ba45d050,315,turtle,-17.187658333333335,-15.349805555555555
36e1ba45d050,315,yoke,-61.383919444444444,59.94412777777778 
2024cf03561e,316,turtle,19.89772222222222,-75.00191944444445
2024cf03561e,316,yoke,35.33819722222223,-69.63931666666666 
3ec7df81e1be,317,turtle,5.033352777777778,138.84336944444445
3ec7df81e1be,317,yoke,35.096091666666666,-63.32741388888889 
7177bcdb375e,318,turtle,53.88198055555556,171.83472222222224
7177bcdb375e,318,yoke,-47.84443611111111,93.98891388888889 
1ed0bac8c648,319,turtle,-25.455872222222222,-0.2152277777777778
1ed0bac8c648,319,yoke,25.185377777777777,-140.3175222222222 
7cfccad27c61,320,turtle,48.62481944444445,156.1776416666667
7cfccad27c61,320,yoke,-46.60548333333333,158.01931944444442 
875616a6827f,321,turtle,-53.77150833333334,-169.1805611111111
875616a6827f,321,yoke,-23.183127777777777,-4.282888888888889 
e34333dbd201,322,turtle,-35.19363055555556,-105.91711666666667
e34333dbd201,322,yoke,-74.32851388888889,-52.55265833333333 
b84d7a3e5a8b,323,turtle,65.10279722222222,-10.229397222222222
b84d7a3e5a8b,323,yoke,-32.34436666666667,84.43200555555556 
db556734180e,324,turtle,-34.651088888888886,28.974175000000002
db556734180e,324,yoke,-66.59829722222221,174.23980833333334 
5f7e700bdc05,325,turtle,-54.50609166666667,96.24250833333333
5f7e700bdc05,325,yoke,9.252894444444445,-86.46627777777778 
bc299644cc06,326,turtle,-67.73007777777778,164.01085833333332
bc299644cc06,326,yoke,-57.769075,-162.63748055555556 
c468328c36ca,327,turtle,-32.04620833333333,95.68805277777777
c468328c36ca,327,yoke,-52.46615555555555,-80.01816111111111 
7823001a5477,328,turtle,-38.742125,-17.832158333333336
7823001a5477,328,yoke,55.30431111111111,-153.35965555555558 
7c5c3123aa59,329,turtle,6.367525,122.56618055555556
7c5c3123aa59,329,yoke,-50.11091944444445,-97.52561666666666 
502d7ad6b080,330,turtle,-15.539555555555555,-82.37613333333333
502d7ad6b080,330,yoke,-6.416244444444444,-105.04537777777779 
5eeb34c066d8,331,turtle,-71.73913055555556,-168.3606861111111
5eeb34c066d8,331,yoke,-57.370469444444446,-125.24612222222223 
19b83d53cefb,332,turtle,-53.29572222222222,-128.63724444444446
19b83d53cefb,332,yoke,-40.78550833333333,-57.98708055555556 
89cb8c7ef0f3,333,turtle,82.41232222222222,-115.06373611111111
89cb8c7ef0f3,333,yoke,-22.121141666666666,69.84141944444444 
e09d6cb38717,334,turtle,-45.31024444444445,131.32508055555556
e09d6cb38717,334,yoke,-0.2676722222222221,-152.22497777777778 
7ca12ff866ee,335,turtle,-23.50041388888889,-136.40780555555557
7ca12ff866ee,335,yoke,24.90935,-20.376155555555556 
5a7db7f615fb,336,turtle,24.91378333333333,-58.78193055555556
5a7db7f615fb,336,yoke,-9.930141666666666,68.16960277777777 
a14165cc1bb2,337,turtle,-59.913025,-42.98797222222222
a14165cc1bb2,337,yoke,-18.766469444444446,115.31673888888889 
02fb63af7e04,338,turtle,-51.37616666666667,144.97806388888887
02fb63af7e04,338,yoke,0.3104027777777778,-45.03113888888888 
96449144ce67,339,turtle,70.03864166666668,-59.16370555555555
96449144ce67,339,yoke,-47.82037777777778,154.604975 
c95183dbc097,340,turtle,-51.40173888888889,14.665283333333333
c95183dbc097,340,yoke,-59.01369722222222,171.06244722222223 
48d8516e0942,341,turtle,38.62200555555556,-26.793713888888888
48d8516e0942,341,yoke,-72.23868055555555,170.53629166666667 
1ec72ef98266,342,turtle,22.219658333333335,123.37321944444444
1ec72ef98266,342,yoke,19.13587777777778,-80.08869722222222 
fbd54d9cfb19,343,turtle,-63.41354444444444,15.087225
fbd54d9cfb19,343,yoke,-31.079244444444445,-114.13951388888889 
8dffee05362b,344,turtle,79.30973888888889,-108.03101666666667
8dffee05362b,344,yoke,-48.113675,-43.25024444444445 
5b18d4e7dd9c,345,turtle,42.519530555555555,143.86330833333335
5b18d4e7dd9c,345,yoke,-49.58651666666666,-4.894125 
f30eb8322c83,346,turtle,16.34508888888889,-70.61813611111111
f30eb8322c83,346,yoke,-32.56889722222222,-161.35386944444446 
f4c51484a7c9,347,turtle,-37.37992777777778,-173.08842777777778
f4c51484a7c9,347,yoke,-5.933752777777777,-90.43503333333334 
d9d0c9a1ab8e,348,turtle,42.93128055555555,-163.8735027777778
d9d0c9a1ab8e,348,yoke,86.18625277777778,-24.42888888888889 
bb8f5ed0943d,349,turtle,-69.349975,-33.67126666666667
bb8f5ed0943d,349,yoke,-6.997436111111111,130.7418861111111 
d28749adb331,350,turtle,11.811494444444444,-51.396575
d28749adb331,350,yoke,-9.152944444444444,-94.4344111111111 
be3ccf2d44e0,351,turtle,-4.709655555555556,82.55437777777779
be3ccf2d44e0,351,yoke,47.262458333333335,-174.67175555555556 
3dee87be5a4a,352,turtle,74.53789722222221,149.18162222222222
3dee87be5a4a,352,yoke,80.00549444444444,88.98503611111111 
0d0444d38132,353,turtle,-10.462658333333334,-175.58498055555555
0d0444d38132,353,yoke,-68.66222777777777,-147.4281222222222 
b31a42bf4c6f,354,turtle,77.96678055555556,-164.915975
b31a42bf4c6f,354,yoke,22.61704166666667,-141.0577111111111 
6806403c128b,355,turtle,38.75008888888889,167.24228333333335
6806403c128b,355,yoke,35.80885833333333,163.46667222222223 
0f15ae8ecfc4,356,turtle,-56.34353055555555,29.576452777777778
0f15ae8ecfc4,356,yoke,-26.420869444444445,-162.12488888888888 
8c087c1f73d9,357,turtle,0.46899722222222223,-112.03487222222222
8c087c1f73d9,357,yoke,-29.31469166666667,88.92528333333333 
e8b7af7d6a04,358,turtle,-15.57976388888889,175.80966388888888
e8b7af7d6a04,358,yoke,-54.5253,-62.19302222222222 
5c21fcc1efd4,359,turtle,-19.243555555555556,-5.719813888888889
5c21fcc1efd4,359,yoke,-64.61577222222223,74.77721944444444 
de32b12aac42,360,turtle,88.59755555555556,46.18951944444444
de32b12aac42,360,yoke,23.988958333333333,-50.317188888888886 
e7db16f67f57,361,turtle,18.624241666666666,-59.56640277777778
e7db16f67f57,361,yoke,-23.44261111111111,59.215894444444444 
b4185d4e069d,362,turtle,-70.999775,-165.35783055555555
b4185d4e069d,362,yoke,75.5850611111111,-6.238055555555556 
47e5a8f38d1b,363,turtle,55.54143055555556,154.2470611111111
47e5a8f38d1b,363,yoke,-1.9379611111111112,-101.30519722222222 
937548791bdd,364,turtle,81.44047777777777,100.64126944444445
937548791bdd,364,yoke,85.68913333333333,4.578319444444444 
0094157e47c4,365,turtle,39.84723611111111,139.09003611111112
0094157e47c4,365,yoke,-40.95081388888889,-85.4216888888889 
dd8e5c617a37,366,turtle,1.1188138888888888,81.65941666666666
dd8e5c617a37,366,yoke,-1.6947805555555555,144.58979444444444 
3b1e96b45fb7,367,turtle,-20.697972222222223,-129.27651666666668
3b1e96b45fb7,367,yoke,84.4760888888889,139.1773638888889 
24ea85a00cb7,368,turtle,36.597988888888885,-159.08582222222222
24ea85a00cb7,368,yoke,20.797933333333333,-122.85795 
15b93f3563ea,369,turtle,54.227808333333336,-164.0044861111111
15b93f3563ea,369,yoke,47.6558,-45.07491666666667 
94cd2c69509d,370,turtle,-47.40920277777778,46.52814166666667
94cd2c69509d,370,yoke,-29.045325,35.64226111111111 
75798c81be6a,371,turtle,-60.440466666666666,-109.59436388888889
75798c81be6a,371,yoke,50.82848888888889,146.97229166666665 
c47a0f77be03,372,turtle,-61.624991666666666,-159.11217222222223
c47a0f77be03,372,yoke,-8.420900000000001,165.95245 
b93f328c2f9e,373,turtle,76.86928611111111,86.81390833333333
b93f328c2f9e,373,yoke,-66.86329166666667,155.74590833333335 
5dd1a38964d4,374,turtle,75.50033333333333,15.224516666666666
5dd1a38964d4,374,yoke,-21.825380555555558,165.2632722222222 
52b866985d05,375,turtle,-21.00746388888889,-78.13049722222223
52b866985d05,375,yoke,79.47752777777778,174.65705277777778 
5366d3858e0a,376,turtle,-30.997225,-110.61711388888888
5366d3858e0a,376,yoke,45.65784166666666,-59.23704166666667 
5408cb49476d,377,turtle,-29.36678888888889,-117.52565277777778
5408cb49476d,377,yoke,-34.67272222222223,-85.83805555555556 
e1df4c3f53e2,378,turtle,-25.67871388888889,37.92631111111111
e1df4c3f53e2,378,yoke,82.41066944444445,17.905852777777778 
026a976c4ad2,379,turtle,79.36655555555555,106.12272222222222
026a976c4ad2,379,yoke,-29.289108333333335,-97.35013055555555 
8a5cf4f35721,380,turtle,-69.1515611111111,-111.842875
8a5cf4f35721,380,yoke,9.212772222222222,-57.67109444444444 
13e9d4b24d17,381,turtle,-50.02587222222222,-88.78990277777777
13e9d4b24d17,381,yoke,89.84589444444444,123.96411388888889 
be7437f6cdfd,382,turtle,41.845711111111115,10.880033333333333
be7437f6cdfd,382,yoke,31.656125,177.17653888888887 
8097beccd349,383,turtle,-62.64027777777778,-22.613322222222223
8097beccd349,383,yoke,13.458975,58.906258333333334 
2baa8edfcfc6,384,turtle,84.97503333333333,169.55763055555556
2baa8edfcfc6,384,yoke,-60.16141666666667,-101.0597 
3b33a2de37a6,385,turtle,-48.85245555555556,107.28377222222223
3b33a2de37a6,385,yoke,-21.260741666666668,92.89912777777778 
e51d1b25d9c0,386,turtle,-33.404999999999994,-170.24425
e51d1b25d9c0,386,yoke,26.73811388888889,151.50333055555555 
1368a12d069a,387,turtle,80.10769444444445,83.44458055555555
1368a12d069a,387,yoke,73.41534444444444,28.874336111111113 
e1287b83a891,388,turtle,-35.72714444444444,126.8498
e1287b83a891,388,yoke,76.21475833333334,-104.82473055555556 
7abd7a9a6c18,389,turtle,37.95963611111111,153.42901111111112
7abd7a9a6c18,389,yoke,30.27643611111111,-34.57273055555555 
e0b9379bcd9b,390,turtle,14.937061111111111,-64.20891111111112
e0b9379bcd9b,390,yoke,-43.48871666666667,173.63446666666667 
0e1350eae067,391,turtle,45.267405555555555,-152.23329166666667
0e1350eae067,391,yoke,54.066430555555556,169.69189444444444 
72c8275ece32,392,turtle,-39.89364722222222,88.79316666666666
72c8275ece32,392,yoke,-70.38282222222222,-8.86508888888889 
889d29d3bb9c,393,turtle,13.532716666666667,-133.7686111111111
889d29d3bb9c,393,yoke,-52.855469444444445,-81.03696666666666 
13370cd9ea2c,394,turtle,-2.3697944444444445,5.567141666666666
13370cd9ea2c,394,yoke,67.56721111111112,-63.75273888888889 
f23a8dc51cce,395,turtle,7.612966666666667,-20.883752777777776
f23a8dc51cce,395,yoke,75.47307500000001,-124.90605833333333 
5698dd85a35e,396,turtle,-14.828477777777778,9.522194444444445
5698dd85a35e,396,yoke,-43.92076111111111,148.12600277777779 
c69d00f883e7,397,turtle,-0.07330833333333328,-99.5096611111111
c69d00f883e7,397,yoke,-32.48975,-38.81531388888889 
64ba7fdb235c,398,turtle,32.974825,-19.843597222222222
64ba7fdb235c,398,yoke,-40.81903055555556,163.22868888888888 
9abb5e9085ee,399,turtle,4.958844444444445,157.0545222222222
9abb5e9085ee,399,yoke,-2.3212,144.19363333333334 
8ae93ee4a765,400,turtle,76.21995833333334,-17.744427777777776
8ae93ee4a765,400,yoke,56.36103055555555,175.62318333333332 
c00c523ff3cb,401,turtle,-54.897447222222226,27.416197222222223
c00c523ff3cb,401,yoke,72.49812777777778,164.53175833333333 
c26b31b8ba4f,402,turtle,88.69396944444445,62.946080555555554
c26b31b8ba4f,402,yoke,32.832036111111115,-9.415688888888889 
b65c3f6a1d9e,403,turtle,31.647797222222223,-15.614363888888889
b65c3f6a1d9e,403,yoke,-57.96453888888889,130.4177611111111 
ccbc7b1659c3,404,turtle,3.0618416666666666,-84.13493055555556
ccbc7b1659c3,404,yoke,-43.907288888888885,24.39366111111111 
b4e4008779b5,405,turtle,-28.140769444444445,158.47301666666667
b4e4008779b5,405,yoke,7.257377777777778,70.15421388888889 
a14637793a52,406,turtle,-3.906505555555556,-37.23916944444444
a14637793a52,406,yoke,29.932552777777776,-133.88926944444447 
c9bbd7778256,407,turtle,-56.57763055555556,52.555233333333334
c9bbd7778256,407,yoke,45.782444444444444,-168.2878 
8360f951e385,408,turtle,-42.532297222222226,-52.221897222222225
8360f951e385,408,yoke,6.469266666666667,-130.06654166666667 
b2eca72f2fc5,409,turtle,-13.337972222222223,176.04955833333335
b2eca72f2fc5,409,yoke,45.04451111111111,-149.39190555555555 
4d6754989431,410,turtle,30.84689722222222,-165.98917777777777
4d6754989431,410,yoke,-50.60000833333333,47.49966388888889 
845f111f55f3,411,turtle,-51.868541666666665,122.05219444444445
845f111f55f3,411,yoke,-1.5500055555555559,-106.62857777777778 
4a64c6e5e567,412,turtle,85.48842222222223,9.679525
4a64c6e5e567,412,yoke,-68.97896111111112,-149.26577222222224 
8ed708d9b450,413,turtle,-52.21754166666667,35.34424444444444
8ed708d9b450,413,yoke,-59.280613888888894,-172.95117222222223 
f20d9b013da2,414,turtle,-69.56519166666666,-2.5848638888888886
f20d9b013da2,414,yoke,-19.227752777777777,-158.45201666666668 
f5b4aad4b038,415,turtle,76.38603611111111,91.08091388888889
f5b4aad4b038,415,yoke,-6.466394444444444,-89.45457777777777 
2cf4b0c30977,416,turtle,-57.914225,28.310091666666665
2cf4b0c30977,416,yoke,19.449208333333335,-31.095580555555554 
6fe4ffe49910,417,turtle,57.25723055555556,-0.3471833333333333
6fe4ffe49910,417,yoke,-64.31623611111111,-89.0121361111111 
92ee513541ef,418,turtle,-40.48387777777778,-58.65799722222222
92ee513541ef,418,yoke,-18.525475,158.12749722222222 
59c4338edad3,419,turtle,39.85364444444445,-133.05023888888888
59c4338edad3,419,yoke,-39.38836666666667,76.56786111111111 
b66a68aa146e,420,turtle,-33.34384166666667,-50.241236111111114
b66a68aa146e,420,yoke,9.907405555555554,-173.02909722222222 
7bee8171628d,421,turtle,8.277911111111111,-98.82720555555555
7bee8171628d,421,yoke,12.897855555555555,-52.98451111111111 
6c4f656df364,422,turtle,88.89216111111111,98.82926944444444
6c4f656df364,422,yoke,-29.547475000000002,172.56704444444446 
6235dfe44397,423,turtle,21.967119444444442,-132.4370638888889
6235dfe44397,423,yoke,88.19254444444444,20.834655555555553 
cbf9caecac8f,424,turtle,31.312880555555555,-27.45142222222222
cbf9caecac8f,424,yoke,24.849452777777778,157.11423888888888 
9b926b542b1b,425,turtle,-39.01829444444444,-3.277711111111111
9b926b542b1b,425,yoke,27.640941666666667,-57.146230555555555 
0caacf0965f3,426,turtle,-60.78771388888889,-10.602880555555554
0caacf0965f3,426,yoke,-30.38423888888889,99.31786944444444 
b8554f33ee45,427,turtle,32.014427777777776,-25.209608333333332
b8554f33ee45,427,yoke,26.09387222222222,-166.99752777777778 
aed6ba5f51a5,428,turtle,18.343875,149.25846944444444
aed6ba5f51a5,428,yoke,82.58829722222222,82.26113611111111 
4e50c15f0c3d,429,turtle,-69.67552222222223,-96.45095277777777
4e50c15f0c3d,429,yoke,37.30336944444444,166.80405555555555 
f92b158c3fa8,430,turtle,57.21845833333333,-15.277488888888888
f92b158c3fa8,430,yoke,-9.883486111111111,-2.122088888888889 
be557d04c21d,431,turtle,-19.853483333333333,51.97731388888889
be557d04c21d,431,yoke,69.23053055555556,16.687705555555556 
7da8dc73b8c1,432,turtle,68.15993888888889,-54.04496666666667
7da8dc73b8c1,432,yoke,-36.53670833333334,16.539386111111114 
1ba9b746a01b,433,turtle,-47.72726388888889,-1.125775
